text-intent-task97,I would like to know if I can keep my old phone number when I switch to your company?
text-intent-task98,I would like to return the shirt because it does not fit very well.
text-intent-task99,I would like to return this phone because it does not work.
text-intent-task100,May I borrow your parents car tonight?
text-intent-task101,my bill is way too much for me to pay i need it lowered 
text-intent-task102,the phone doesn't work please take it back
text-intent-task103,the shirt didn't fit i would like to return it
text-intent-task104,What  gluten free  dishes  are  available tonight ?
text-intent-task105,what options are available without gluten
text-intent-task106,Would you tell me what gluten free options are available?
